,sentence1,sentence2,label
2312,"\"" are waiting with bated to see what the has to say about this, because it has far beyond ,""said .``I think we're really at the of this, not the .""'s require that a being photographed give their to the being published unless they are being taken for journalistic, literary or artistic . However, in, now subjects all to an automated of blurring's faces and . In, can request specific be removed from the .``The could be pretty severe for some and can still be identified, even with faces blurred out ,""said .``I'm not sure how is rationalizing with Canadian by who are taking the here . ''",is subjected to Canadian.,1
2313,"In 1969, he drew up the proposing the from the of the . In 1984, after's, was elected as.",succeeded.,1
2314,"He endeared himself to by helping them in lean and following their, said, of's, of the and and former of the.",The is directed by.,0
2315,"of, which this agreed to be bought for 17.7 billion ($ 31.3 billion) by, fell after said it won't make a.",sold.,1
2316,"The is also the led by, the recently elected heaped with serious.",is the.,0
2317,"threw down a to's 50-year of the global as it proposed replacing the as the's main with a new global under the of the . In a muscle-flexing that will be seen as an to exploit the big in economic created by the sweeping the, said that the's could eventually be taken over by the's so-called Special Drawing (), a that was created in 1969.",The Special is a.,0
2318,", an for who served as executive of the that regulates the funeral claimed that she was fired from her because she raised about.",is a of the.,1
2319,"Warrington-born denies he went wild, despite quitting 1 in 1997 and later being sacked by for not turning up for during a five-day.",worked for 1.,0
2320,"The of a British who was killed in has paid to his . 29 year-old, who was married with two young, sustained after a on a in . He was rushed to hospital, but he later died . He was the first to be killed in an on a military in .``I'm proud of him as a and as a . He did the ,""60 year-old said of his, the one hundred and fifteenth British soldier to be killed in since began in 2003.",was killed in.,0
2321,"\"" A is an of ,""said, who represents the and's local.",are of.,0
2322,", a 46-year-old who joined from 2-1/2 ago, will rejoin the on 4.",has worked for in the.,0
2323,"and political continued, on, on forming a new, saying they expected a full to be announced within a or two.","is pressing's to end of political and to form a new as soon as possible, US say.",1
2324,"The in, the, came as began the final of their promised 31.",The of is.,0
2325,"The main institutionalised of for those who have made a significant in the of, ,, , as well as for those working for (and more recently in the of), are the.",have been chosen.,1
2326,"were called to the, the to and his on after received a that there was an on the .``He was detained within the and did not gain to any ,""said a for the, . for the refused to comment to the calling it``a for the""and that any on the should be given through them . According to a, a from, was arrested after wielding a around the . The of the 55-year-old has not been released, but charged him with . He was later released after posting . and, who were both present and sleeping on the at the, were not injured.",owns an in.,1
2327,"Following the of the of the of , 14 , 1948, seven entered and engaged Israeli.",Israeli attacked seven in 1948.,1
2328,", - On 3 , 2005, the Brazilian of, , opened the of in during his five to . The is scheduled to continue until 13 , 2005 . opened the fair,``and have the same and the same of sovereign .""According to, it was a for to be invited to the, where the was the of.",There was an international in in 2005.,0
2329,"Two, one by, the other by, since 1990 among the most looked-after in the, were recovered this when they were brought into's for . Also a by Norwegian, stolen from an in, has been recovered, said.",These two and a by were recovered using the.,1
2330,has been granted two more to question nine of the 13 arrested in co-ordinated across the last.,13 killed in co-ordinated across the last.,1
2331,"is the only with two fully governmental . Parliamentary in, when they create a new parliamentary, to a new.",Parliamentary may lead to a new in.,0
2332,"The in referred to the, suggesting it had breached the and might be trying to make nuclear.",might be trying to make nuclear according to the.,0
2333,"() ― developing a where you start to lose the in your . It's called ``""and it affects of in this . If you remember the of from his ``"", you might notice that his was what you would expect for an African-American .? is as and milky white as a . What happened is he developed the skin, ,.",'s has become lighter because of.,0
